	cluster	from	from_category	from_cluster	from_network	from_popularity	from_topic	to	to_category	to_cluster	to_network	to_popularity	to_topic	videos	weight
1500	9785	UCdHK6g8ddMEcMu9B3LgeKYg	Education	"[""8510"", ""9785"", ""10240""]"	None	3	Children's music	UCPYnVLuSSqX4KJ9vfup2FcQ	People & Blogs	"[""3240"", ""3241"", ""5160"", ""10164"", ""13026""]"	Fullscreen	3	Lifestyle	"[""9MyIg1WsaWY""]"	1
1501	4651	UCOkc2PP2lPDUMLg0p6rGGDQ	People & Blogs	"[""4651""]"	Studio71	3	Movies	UCRUYJ75QI-SyyQEigDSWxgQ	People & Blogs	"[""4156""]"	None	2	Lifestyle	"[""5RhYSURkZxM"", ""6JNIctBXa1E"", ""RM_6GS3r7DE"", ""lMvw7mnlw7g"", ""myKCV8QV_xQ""]"	5
1502	4651	UCOkc2PP2lPDUMLg0p6rGGDQ	People & Blogs	"[""4651""]"	Studio71	3	Movies	UCUexiQWg3zNgoRPzQcsRVlA	People & Blogs	"[""2911"", ""4906""]"	None	2	Lifestyle	"[""dwAWYiHXk8g"", ""j0LxP1SlSBM"", ""vwI8v8VIENg"", ""xHE-tNUgQUg""]"	4
1503	4651	UCOkc2PP2lPDUMLg0p6rGGDQ	People & Blogs	"[""4651""]"	Studio71	3	Movies	UCgvuTfjtQ1r_KLLeb6cbe3A	People & Blogs	"[""4217""]"	Studio71	3		"[""blO9zvJKSJE"", ""ybhol1TQu2A""]"	2
1504	4814	UCHa-hWHrTt4hqh-WiHry3Lw	Entertainment	"[""1973"", ""4814""]"	Social Blade Legacy	4	Hobby	UCn_kYmg9eBCd68WjO2-EQHg	Comedy	"[""7971""]"	BroadbandTV	3	Music	"[""2hW38hfxBnc""]"	1
1505	4814	UCHa-hWHrTt4hqh-WiHry3Lw	Entertainment	"[""1973"", ""4814""]"	Social Blade Legacy	4	Hobby	UCUuU7X-e2ZRNOoBG3Cy8txw	People & Blogs	"[""813"", ""7051""]"	Social Blade Legacy	4	Hobby	"[""aWYTVh3XDTk"", ""duTUbrvG2lo"", ""fk8oOvYDNr4"", ""hNkKUAZfJBk"", ""uLCL4Nydamc"", ""w8STN-Zerio"", ""xeY1ma3IxkQ""]"	7
1506	4814	UCHa-hWHrTt4hqh-WiHry3Lw	Entertainment	"[""1973"", ""4814""]"	Social Blade Legacy	4	Hobby	UCBuUuRAVanvOFTd7krncsyg	Entertainment	""""""	Maker Studios	3	Hobby	"[""Se5ljnszCYM"", ""iE54LSuKGT0""]"	2
1507	9681	UC55Jb99LT3IINRY_g5V6rtA	Science & Technology	"[""9680"", ""9681"", ""9930""]"	BroadbandTV	2	Technology	UC-tZk0bsaiq9KANWZ2BPO8w	Science & Technology	"[""1513""]"	None	2	Technology	"[""UKmTeS9swzE""]"	1
1508	9681	UC55Jb99LT3IINRY_g5V6rtA	Science & Technology	"[""9680"", ""9681"", ""9930""]"	BroadbandTV	2	Technology	UC25TmsJidl31Hbf5PVckK8Q	Science & Technology	"[""4338""]"	Fullscreen	3	Technology	"[""JF4HOjxfrW8""]"	1
1509	12920	UCEYy1KBuTts141VQvscsdKw	Entertainment	"[""10491"", ""12920""]"	BroadbandTV	3	Children's music	UC_pZxiIq8BRJwG55Wt83WOw	Entertainment	"[""731"", ""1380"", ""10052"", ""10715"", ""11197"", ""11199"", ""11200"", ""12092""]"	BroadbandTV	4		"[""c_ANxnA5MDg""]"	1
1510	5828	UC1H-sZk-cj-tDpfTCZ1f1YQ	Entertainment	"[""5828""]"	Freedom!	2	Lifestyle	UCDJDGQ9LW24SHIRgPEALc3g	Entertainment	"[""8505""]"	None	2	Lifestyle	"[""whYWVAm-RYU""]"	1
1511	2304	UCfyFax0Y5RSDV-PUNeqaebQ	Entertainment	"[""2304"", ""4859""]"	melberries	2	Music	UCRkzUmh6Bo11qyjPgJT_VIg	Entertainment	"[""3144"", ""4122"", ""5751""]"	BroadbandTV	2	Music	"[""18BhXzrWLfQ""]"	1
1512	5436	UCiBKXnJnzhJSf8LwBMBxXJg	Comedy	"[""5436""]"	Maker Studios	1	Lifestyle	UCFyOYbQXUOu3jREgo_gixFA	Entertainment	""""""	Maker Studios	1	Lifestyle	"[""LaSYsXuVCOk""]"	1
1513	4437	UC-CRXGRabkMD7x6V_Nk9F0A	Film & Animation	"[""4437""]"	None	1	Hobby	UCf7-6EDzrLkuPsz-9I4KTnw	Entertainment	"[""1096"", ""7701""]"	None	2	Lifestyle	"[""Zh7AEAGf-kQ""]"	1
1514	8709	UCBINYCmwE29fBXCpUI8DgTA	Education	"[""5264"", ""8709""]"	BroadbandTV	4	Lifestyle	UCoKGanMmrKj8RAqAwS5vRug	People & Blogs	"[""4811"", ""4812"", ""6126""]"	None	2	Lifestyle	"[""25v9x_BDwVk"", ""SGQWvgg-uYk""]"	2
1515	8709	UCBINYCmwE29fBXCpUI8DgTA	Education	"[""5264"", ""8709""]"	BroadbandTV	4	Lifestyle	UC-NINtNMPM75eaqh07RCy_Q	Education	"[""5975"", ""7556""]"	BroadbandTV	3	Lifestyle	"[""7UePynjkGIM"", ""IGJPNPurSNo"", ""LJjdbSJVKB8"", ""ZsVBt_-iQqc"", ""cFSb5GzIgHE"", ""dXNbycfEQqs""]"	6
1516	5264	UCBINYCmwE29fBXCpUI8DgTA	Education	"[""5264"", ""8709""]"	BroadbandTV	4	Lifestyle	UCIZSqPHF-R9m3X5o0VPKFdg	Entertainment	""""""	BroadbandTV	3	Music	"[""1ybfgiC8Bn0"", ""6AbvnkNmvUs"", ""GfxK6RSfwC8"", ""MZcKa8LKCvE"", ""OPWGFt_5CDc"", ""TifT0CXnwbo"", ""_otI1uADHW4"", ""iSURWUR0UqQ"", ""tFt0dW7ybV8""]"	9
1517	5508	UCe56RtxwepRSyZ-b--SedOw	Comedy	"[""5508""]"	Studio71	4	Music	UChM5Ff2yVeIZ16EWiB081cg	Entertainment	"[""7800"", ""11696"", ""12683""]"	Studio71	4	Music	"[""A3VbuEhNOSk"", ""YCvHY3Ui_7I"", ""k-Uy5ExJixw""]"	3
1518	5508	UCe56RtxwepRSyZ-b--SedOw	Comedy	"[""5508""]"	Studio71	4	Music	UC-NINtNMPM75eaqh07RCy_Q	Education	"[""5975"", ""7556""]"	BroadbandTV	3	Lifestyle	"[""H8zfmckzAIQ""]"	1
1519	5508	UCe56RtxwepRSyZ-b--SedOw	Comedy	"[""5508""]"	Studio71	4	Music	UCjkUsjn8wf7pMfj31_4YnWA	Comedy	"[""3417""]"	None	4	Music	"[""rIBEK48WuTg""]"	1
1520	6506	UC-uEqr0RrbHi3tho9rVnNDw	Entertainment	"[""1855"", ""2507"", ""6506""]"	None	3	Lifestyle	UCgvqvBoSHB1ctlyyhoHrGwQ	Comedy	"[""3708"", ""6455""]"	Maker Studios	4	Action game	"[""q4Zd-LxoK1c""]"	1
1521	5271	UCaRH3rDr3K3CEfhVqu5mgUQ	Comedy	"[""4736"", ""5271""]"	None	4	Food	UC9VX0KXNH20x9MCH3xGjisg	Entertainment	"[""4222""]"	None	4	Lifestyle	"[""Q54p7S_K8fw"", ""kG_baw4QRUA""]"	2
1522	3326	UCi0Qq-WTd50vbH9zxS1FDRA	Entertainment	"[""3326""]"	ScaleLab	1	Movies	UCyxChiPQytx6J2FpRWSDUPQ	Film & Animation	""""""	Machinima	2		"[""g56p-i-q3gI""]"	1
1523	4318	UC-eIR9TJ-qGgRXGlrUmUWlg	How-to & Style	"[""4318""]"	Studio71	3	Fashion	UC4rZhOlpnq4TpSj6DiWfuNQ	Entertainment	"[""5511""]"	Maker Studios	2	Music	"[""lPoJBFJMbno"", ""tKvMqaH54ns""]"	2
1524	4318	UC-eIR9TJ-qGgRXGlrUmUWlg	How-to & Style	"[""4318""]"	Studio71	3	Fashion	UCmioHZ_9arQsJP8kZcYmNCw	People & Blogs	"[""1782""]"	None	1	Lifestyle	"[""PZwoyjB_8yU"", ""_wUJgsXkVps"", ""hYuJ9iFsGG0""]"	3
1525	7465	UCMVCs1F_XGueuaD9AfgTWmg	Film & Animation	"[""4786"", ""4893"", ""5484"", ""5707"", ""5708"", ""7441"", ""7442"", ""7465"", ""7856"", ""8132"", ""9357"", ""9375"", ""9622"", ""11115"", ""11317"", ""11423""]"	Alloy	3	Movies	UCOpcACMWblDls9Z6GERVi1A	Film & Animation	"[""732"", ""3287"", ""4424"", ""7664"", ""7665"", ""8162"", ""10011"", ""13855""]"	Break	4	Movies	"[""eJbGJCathBY"", ""nO1N-Gdsefg""]"	2
1526	4222	UC9VX0KXNH20x9MCH3xGjisg	Entertainment	"[""4222""]"	None	4	Lifestyle	UCaRH3rDr3K3CEfhVqu5mgUQ	Comedy	"[""4736"", ""5271""]"	None	4	Food	"[""07mydYW0CLc"", ""1p_tvlM7MD8"", ""X9DEpzMGO4w"", ""gFmqdrzZkbM"", ""mlFdXN-i7Y8"", ""rS0d8LF1ZYE"", ""tHCcGrSmPBA"", ""tjugpMYc_Xg""]"	8
1527	4222	UC9VX0KXNH20x9MCH3xGjisg	Entertainment	"[""4222""]"	None	4	Lifestyle	UCwaNuezahYT3BOjfXsne2mg	Comedy	"[""3749""]"	Maker Studios	3	Music	"[""-zI5oQk_D_k""]"	1
1528	7093	UCUXGFgupozBh278Nrue-cAw	People & Blogs	"[""5727"", ""5728"", ""7093""]"	BroadbandTV	3	Lifestyle	UC9aFSe6WyEiQD_PqsVHH1PA	Entertainment	""""""	BroadbandTV	4	Fashion	"[""39NH2p7M2Q0"", ""3ep7Thf9-jM"", ""4tc-p5IrT6M"", ""5BNLbviCaUs"", ""6d2q3YdUoUU"", ""8A_3nuVMN0c"", ""C-mf5czan4w"", ""E7yiUUSQwe4"", ""JzbzMKTMeWo"", ""L-sjHZjFPtY"", ""N8ppoxfvz_8"", ""NaeZ9aiOV3g"", ""OY6c-Le52b8"", ""SCO8VDvqZKY"", ""TY6rvORU0So"", ""Tkxx6MTFtVw"", ""gerTF6v4lcE"", ""h4PEfe7kCpc"", ""vnLyQBm_1NY"", ""wCnqAS0Ktgs"", ""xmK3wfoD5rY""]"	21
1529	1632	UCruokLOL7DVsOAL6B7GAqaQ	Music	"[""1632"", ""1816"", ""2660"", ""3883"", ""8544"", ""10007""]"	onerpmweb affiliate	3	Hip hop music	UCo9ExXwpxwBaYRM4mkD_J4A	Music	"[""292"", ""1653"", ""5191"", ""8407"", ""10243"", ""12758"", ""13216"", ""13801""]"	BroadbandTV	2	Hip hop music	"[""3Y35oME3afU"", ""d8yBedTzGcc""]"	2
1530	9121	UCCJrkoCBepsJN2QUauufOPA	Entertainment	"[""5660"", ""6811"", ""9121""]"	Fullscreen	4	Role-playing video game	UCbTRgghKvt-I_V8CUtCPyrA	Entertainment	"[""4432"", ""8474"", ""9330"", ""9331"", ""9657"", ""10519"", ""10520"", ""11455"", ""12457"", ""12458""]"	Maker Studios	0	Gaming	"[""VepXHSG3kss"", ""pVXY59AeDRA""]"	2
1531	3840	UCR1aFO8kPS2WgdOfvU0zpag	People & Blogs	"[""3840""]"	Fullscreen	3	Lifestyle	UC3bO1qGcFovPqFEa-mg4EyA	Comedy	""""""	Maker Studios	4	Music	"[""l9bxLEnpGaA""]"	1
1532	3840	UCR1aFO8kPS2WgdOfvU0zpag	People & Blogs	"[""3840""]"	Fullscreen	3	Lifestyle	UCPvHfZ4tmjeBXo8cIpv60vg	How-to & Style	"[""4000"", ""4234""]"	Studio71	3	Lifestyle	"[""CWqs4MFT-Ek"", ""LumVfN3W5h0""]"	2
1533	3840	UCR1aFO8kPS2WgdOfvU0zpag	People & Blogs	"[""3840""]"	Fullscreen	3	Lifestyle	UCvtO-Hj_GczqSNY6X8yVn8g	People & Blogs	"[""1483"", ""3159""]"	Studio71	3	Lifestyle	"[""V7RY7oydB2k""]"	1
1534	4156	UCRUYJ75QI-SyyQEigDSWxgQ	People & Blogs	"[""4156""]"	None	2	Lifestyle	UCgvuTfjtQ1r_KLLeb6cbe3A	People & Blogs	"[""4217""]"	Studio71	3		"[""nrXTcKBnwDM""]"	1
1535	4156	UCRUYJ75QI-SyyQEigDSWxgQ	People & Blogs	"[""4156""]"	None	2	Lifestyle	UCUexiQWg3zNgoRPzQcsRVlA	People & Blogs	"[""2911"", ""4906""]"	None	2	Lifestyle	"[""AQkLMKuSMis"", ""dwAWYiHXk8g""]"	2
1536	4156	UCRUYJ75QI-SyyQEigDSWxgQ	People & Blogs	"[""4156""]"	None	2	Lifestyle	UCOkc2PP2lPDUMLg0p6rGGDQ	People & Blogs	"[""4651""]"	Studio71	3	Movies	"[""UkDHrpVQv5g"", ""dlCwlNcdEZc""]"	2
1537	13719	UCVkBprNsvgB2E14Sm-bby1A	Film & Animation	"[""13419"", ""13719""]"	None	1	Movies	UCEqciJ_tT59NX0FVI_gOYnw	Entertainment	"[""1394"", ""9311"", ""13264""]"	onerpmweb affiliate	2	Hobby	"[""2SedrcO2w_4""]"	1
1538	13719	UCVkBprNsvgB2E14Sm-bby1A	Film & Animation	"[""13419"", ""13719""]"	None	1	Movies	UCTtLJNRHt5ToPjuimhzdOWw	Education	"[""3340"", ""6944"", ""7327"", ""12122""]"	Maker Studios	3	Hobby	"[""dkXbTlb_Zmg"", ""ikVffNgzQtg""]"	2
1539	1088	UCPHXtOVmjvbP9OJihsd7gCg	Comedy	"[""1088""]"	Endemol beyond Brasil	5	Music	UCwQSkyrft0ohf-ra21yIs9Q	Comedy	"[""6136""]"	Maker Studios	4	Lifestyle	"[""JGygxHdV00Y""]"	1
1540	2775	UC5U4r2JU9HqCHWqS5wT_moA	How-to & Style	"[""2775""]"	None	1	Lifestyle	UCdPK7OHnEZuOpGbwCMTQ8hg	People & Blogs	"[""2725""]"	Maker Studios	2	Lifestyle	"[""Aj2KHeyCubs"", ""iVvnNWgwPIs""]"	2
1541	6956	UCIq3bpW-MaAzj4Y2G9ezPhA	Entertainment	"[""6956""]"	Maker Studios	2	Music	UC4rZhOlpnq4TpSj6DiWfuNQ	Entertainment	"[""5511""]"	Maker Studios	2	Music	"[""4T3zL58OvPo"", ""weee7t4aDDA""]"	2
1542	160	UChl-lOZZY2vo_Zho6cfj0uQ	People & Blogs	"[""160""]"	Maker Studios	3	Lifestyle	UCcsja3nlq2R1belenHR0j0Q	Entertainment	""""""	BroadbandTV	2	Movies	"[""edB2IjKacyo""]"	1
1543	160	UChl-lOZZY2vo_Zho6cfj0uQ	People & Blogs	"[""160""]"	Maker Studios	3	Lifestyle	UCU4BHh9Dwfd7-I_xTZ5037Q	Entertainment	""""""	BroadbandTV	2	TV shows	"[""u3KlDKM5E7w""]"	1
1544	4991	UCT7CHLOzXxZaABsUVPzI5GA	Entertainment	"[""4991""]"	StyleHaul	4	Lifestyle	UCqBUFFJsAmrAfJIkLNQZ7vA	Entertainment	""""""	Maker Studios	3	Gaming	"[""0IxtiH1NRNs"", ""2ngZIsK7C7o"", ""IuBBZmbRBaU"", ""YLcZuSfAO9I"", ""bVl_j9eloYY"", ""gMG8B6DRw0Y"", ""l3DFhVvz28Y"", ""rHPUMaMLduk"", ""x1KvuqkqGQI""]"	9
1545	3486	UCZq_CYXRoRjKqidapMPujaQ	Entertainment	"[""3486"", ""6307""]"	None	1	Movies	UCAiQFrCosAQVcE8yPWr1Bnw	Entertainment	"[""6087"", ""11937""]"	BroadbandTV	3	Movies	"[""5l9-YciaT_E"", ""NqJHFLJAr0k"", ""VTMipZ0GloE"", ""n1CbvhpJ4p8"", ""rmO427rR7wg"", ""s27_W_m0nNE""]"	6
1546	12493	UCelg4wUoZziBy4D04eXgflQ	Education	"[""11410"", ""12493""]"	BroadbandTV	2	Animated cartoon	UCe03Sjfd4hmVoDzSpWMJlAg	Education	""""""	BroadbandTV	2	Children's music	"[""ALU1HjiN-5w"", ""P0IfNgrBQm8"", ""hMMY1zlXJlo"", ""oqxIOJTiRD4""]"	4
1547	12493	UCelg4wUoZziBy4D04eXgflQ	Education	"[""11410"", ""12493""]"	BroadbandTV	2	Animated cartoon	UCMfZ_z0LUm805JOZLktl2QQ	Education	"[""8516""]"	BroadbandTV	3	Animated cartoon	"[""kWfKMg5u-1Y"", ""rsV2MUv-RUk""]"	2
1548	12493	UCelg4wUoZziBy4D04eXgflQ	Education	"[""11410"", ""12493""]"	BroadbandTV	2	Animated cartoon	UC3djj8jS0370cu_ghKs_Ong	Education	""""""	BroadbandTV	4	Children's music	"[""-vEtOjxDzcI"", ""37jGt9h7-sQ"", ""CTH1kYgvojE"", ""DFTVBVDET1k"", ""HrpgSyONWik"", ""Qiz0soKf060"", ""_nASPzklf-U"", ""nYf7bGnBbEI""]"	8
1549	9332	UC3bcU_s3idk9sIjXkp5KZ_Q	Sports	"[""4661"", ""9332"", ""9334""]"	Curse	3	Professional wrestling	UCEVpFPPjuOTEqnm7QzWsImA	Sports	"[""3626"", ""4815"", ""9053"", ""11369""]"	BroadbandTV	3	Professional wrestling	"[""oTil1YKzyYA""]"	1
1550	2361	UCvMvdG2hJ4xkf58g7YrMA1g	How-to & Style	"[""2361""]"	MagnoliaNetz	3	Lifestyle	UCWVKUr4UCSjjQV-uE-HZmlA	Entertainment	"[""3988""]"	Maker Studios	3	Fashion	"[""HtndJxdpu2U""]"	1
1551	512	UC0PXqiud6dbwOAk8RvslgpQ	Cars & Vehicles	"[""512"", ""4133"", ""4134""]"	postgame	4	Vehicles	UC1nstSui0tPnJtMF2OZx5tw	Cars & Vehicles	"[""6750""]"	GTchannel	3	Vehicles	"[""MdYtresNqPU""]"	1
1552	1095	UCU4SmjTy1NoSpIYJnDwctNw	Entertainment	"[""1095""]"	Studio71	3	Vehicles	UCF6R2gat-8_MpLkoUeTtR-g	People & Blogs	"[""2741""]"	Studio71	3	Vehicles	"[""-4mz4mVUMzk"", ""RRQsC1axnpc"", ""TLapxff647A""]"	3
1553	3866	UCA8fzHNNFcutvoKaO4bQ96Q	Science & Technology	"[""3866""]"	BroadbandTV	3	Lifestyle	UC4WjlJxCPSbykB0P3R1My1Q	Sports	"[""806"", ""5958"", ""8826"", ""10942"", ""13726""]"	None	2	Sports	"[""YYRxIKVL7Mk""]"	1
1554	2741	UCF6R2gat-8_MpLkoUeTtR-g	People & Blogs	"[""2741""]"	Studio71	3	Vehicles	UCU4SmjTy1NoSpIYJnDwctNw	Entertainment	"[""1095""]"	Studio71	3	Vehicles	"[""-4FYNlwqCrg"", ""10h1TmJQ77w"", ""6Ylr7aBEEy8"", ""IJS9klsE4uU"", ""MDLm1QH4n24"", ""Qf-faRQAQU8"", ""nEFV5_zzX_A"", ""oWZOK5oIFmQ"", ""tYjALQnEgSs"", ""uhvQUeiQMpk"", ""yMkqMXP7eAc""]"	11
1555	13893	UCXoPy1Q1G39fCemCMAmiorQ	Gaming	"[""13893""]"	ScaleLab	3	Music	UCT9D87j5W7PtE7NHOR5DUOQ	Science & Technology	"[""8180"", ""10755""]"	BroadbandTV	3	Technology	"[""xmKFiiV1x8A""]"	1
1556	2703	UC-SmWrDkILvnmfzE-43CdtA	People & Blogs	"[""2703"", ""6552""]"	BroadbandTV	3	Lifestyle	UCPFIgZKvHJqN3CnrUJlNaYQ	Entertainment	"[""6738"", ""8799""]"	BroadbandTV	3		"[""0PVBDkbAUts"", ""OH2uOhZiZng"", ""S1G89cTKamA"", ""ToRDPdWbZl8"", ""UIzd9GjKTlM"", ""WYJw3yAtwBg"", ""ZBHSikOaV2M"", ""pfXrmk-mGGM"", ""yEf-NCg-aTo""]"	9
1557	2394	UCaajGy4YVvVRIjPysrptxXA	Entertainment	"[""443"", ""483"", ""1029"", ""1638"", ""2394"", ""2929"", ""5080"", ""5182"", ""5333"", ""9432""]"	Studio71	2	Music	UCybDimFZ3eoUQxSArdqCe9g	Music	""""""	Studio71	2	Music	"[""sD_ZvxUo3mE""]"	1
1558	5182	UCaajGy4YVvVRIjPysrptxXA	Entertainment	"[""443"", ""483"", ""1029"", ""1638"", ""2394"", ""2929"", ""5080"", ""5182"", ""5333"", ""9432""]"	Studio71	2	Music	UCa-Tjp_wPR8K-7dREH53gUg	Entertainment	"[""2901"", ""5540"", ""5846""]"	BroadbandTV	2	Music	"[""hiU-LfjlV2g""]"	1
1559	6483	UCuFjMHqiRevCIGTWUi6rKhA	People & Blogs	"[""6483""]"	BroadbandTV	3	None	UCWAmNeFLUd2jg5nYlgUF-hA	Entertainment	"[""1458"", ""7547""]"	BroadbandTV	3	Technology	"[""CDW8mFXzkvM""]"	1
1560	6483	UCuFjMHqiRevCIGTWUi6rKhA	People & Blogs	"[""6483""]"	BroadbandTV	3	None	UCmuBqEMBGe1SKWlF33JUz0w	Entertainment	"[""7924""]"	None	0	Gaming	"[""0IgL4BdiFqg"", ""3adxHuq27nw"", ""4GNBZuvGNEw"", ""9cYOq8uEBI4"", ""9ngRjSd2Z1w"", ""CC7OEnfgVaU"", ""CZKmnprDHNU"", ""HFWwHV8bO8I"", ""MesR9fl3qPg"", ""PqmAYxaKTEY"", ""QRj1oW-L5ZQ"", ""aTsA8MA2q3A"", ""doaJtqAyrh8"", ""fBhBw_FY4PA"", ""fDiOT9Mnjwo"", ""fUWYS2SHxcs"", ""flzgSZIsJeQ"", ""umfYirDRPDc""]"	18
1561	6483	UCuFjMHqiRevCIGTWUi6rKhA	People & Blogs	"[""6483""]"	BroadbandTV	3	None	UCfHiFdxt0SytQcWNU5UKBCA	People & Blogs	""""""	BroadbandTV	2	Gaming	"[""Giu5nadWXE0"", ""tnPNiNpG5WQ""]"	2
1562	1319	UCHOJocJcMrELbQlLY1Bg6sw	People & Blogs	"[""1319""]"	Maker Studios	2	Fashion	UCB_5gNSRodfgjPI56LlKlgQ	People & Blogs	"[""4914"", ""5596"", ""6761""]"	Maker Studios	2	Lifestyle	"[""gg-T0ut88Iw"", ""hGcEeMQSHgI""]"	2
1563	4091	UCWhgYAMKQe174JTNXnIXnBQ	Education	"[""4091""]"	None	2		UCFOtVMEE5k0nrcvGSuzDLNQ	Gaming	"[""11052""]"	Maker Studios	0	Gaming	"[""Ii0mD9c9-qs""]"	1
1564	4091	UCWhgYAMKQe174JTNXnIXnBQ	Education	"[""4091""]"	None	2		UCGpq466Zf-jZhjlyUjmxj8w	Entertainment	"[""4588"", ""4595"", ""4596"", ""4597"", ""4598"", ""7355"", ""7356"", ""7830"", ""7831"", ""7832"", ""7833"", ""7834""]"	UniversalMC	0	Movies	"[""6Jt3CWrQCaU""]"	1
1565	6804	UCI1priYQZzsch3TsTHO6OTg	People & Blogs	"[""5140"", ""6804"", ""10762"", ""11214"", ""11946""]"	BroadbandTV	3	Lifestyle	UCZ30pt71ahOkpINeSSGfC7Q	Music	""""""	None	0	Lifestyle	"[""1_5cvp8mRd4""]"	1
1566	1884	UCDwHFuZJV_2qukjmkJGWIfw	People & Blogs	"[""1884""]"	BroadbandTV	3	Lifestyle	UCKNpwJ4NF986XQKvA18cLog	People & Blogs	"[""5192""]"	None	2	Lifestyle	"[""9iRB7BzY5a0"", ""Go5FaF44yu8""]"	2
1567	2711	UCXic4pkppcXdnknsmlFP2CQ	How-to & Style	"[""2711""]"	Studio71	3	Lifestyle	UCrAfFruaVFe9e5XQ71lnrhw	People & Blogs	"[""2965""]"	None	3	Lifestyle	"[""3n_u0MHWcP4"", ""FFhCu7GlH-A"", ""_PfPNeSQUxs""]"	3
1568	2711	UCXic4pkppcXdnknsmlFP2CQ	How-to & Style	"[""2711""]"	Studio71	3	Lifestyle	UC-mConRSkyYyFrvMH3zQNMQ	How-to & Style	"[""4401"", ""6287""]"	Studio71	3	Fashion	"[""D1bU7yTGo28""]"	1
1569	2711	UCXic4pkppcXdnknsmlFP2CQ	How-to & Style	"[""2711""]"	Studio71	3	Lifestyle	UCT2RrVhQhJBr6h-cfWCFhAA	How-to & Style	""""""	Studio71	3	Fashion	"[""BlljzihkrNw"", ""Cgpz__e8q8I"", ""M0_vXLPWw2w"", ""TaqQzZg4Wzs"", ""TkKdEYEXo_8"", ""Vvkqfxz0_Ko"", ""_r-qTd7_5OU"", ""bpT9jv1DQs8"", ""dMG1AKVyKpw"", ""mHuaX1JDd2g"", ""tYPX93ZLgIA""]"	11
1570	2711	UCXic4pkppcXdnknsmlFP2CQ	How-to & Style	"[""2711""]"	Studio71	3	Lifestyle	UCM8P1oAFg_k0hUwM2EnBm4w	How-to & Style	""""""	Studio71	4	Fashion	"[""AbGcJLxTzZ4"", ""K9Y693tTAjI"", ""KSM5T4CSH9k"", ""OmiERRrpj1A"", ""_rwDI06Ck2Q"", ""kXQEHZXOzqY"", ""npXzY6s_NK8"", ""wRnrJkd8T7o"", ""z5l-v0YnXLQ""]"	9
1571	12280	UCt8OnQ7ztuLrPrehlj8ZuuQ	Entertainment	"[""10885"", ""12280""]"	Fullscreen	4	Lifestyle	UCGTyCCDuQsAC2XM18XBl93Q	People & Blogs	"[""4066""]"	BroadbandTV	2	Music	"[""a5o_L_YGU4s""]"	1
1572	12280	UCt8OnQ7ztuLrPrehlj8ZuuQ	Entertainment	"[""10885"", ""12280""]"	Fullscreen	4	Lifestyle	UCD6ZSn_HC8ScP-h96-bsVGw	News & Politics	"[""5702"", ""10777"", ""10778""]"	Maker Studios	2	Music	"[""cuob0xuSUhw""]"	1
1573	10885	UCt8OnQ7ztuLrPrehlj8ZuuQ	Entertainment	"[""10885"", ""12280""]"	Fullscreen	4	Lifestyle	UCrS1153jfo7qLrHng3zkCvQ	People & Blogs	"[""10653""]"	Studio71	3	Lifestyle	"[""GU7l5RPpS6U""]"	1
1574	6230	UC2Ua5arV3Xl5eoDjeP1tvng	Film & Animation	"[""3934"", ""6230""]"	None	2		UCr57RNsox3QrQniNUiHVDMA	Entertainment	"[""6227""]"	None	2	Gaming	"[""UW-PWaxrCec"", ""XYlTYNkZY70""]"	2
1575	3262	UCk-FDoGNRa9XfXqF4ujMv7A	Education	"[""3262""]"	BroadbandTV	3	Lifestyle	UC6tNexT6BNumV2r8_jcANFw	Education	""""""	BroadbandTV	1	Lifestyle	"[""8VzEUoJ9YFM"", ""_NuAaZytw7Y"", ""cNIq9Ub9pCY""]"	3
1576	3262	UCk-FDoGNRa9XfXqF4ujMv7A	Education	"[""3262""]"	BroadbandTV	3	Lifestyle	UCe8BPWccI_ULJbtULb232zg	Education	""""""	DigiSayLimited Managed	2	Lifestyle	"[""i564FsLB_co"", ""k_Zp2FXugf0"", ""uGH3HRog5ks""]"	3
1577	3962	UC16R_KLFTL7CugkxlUFsucw	Entertainment	"[""3962""]"	Studio71	3	Fashion	UCJIDRMDo-fb2y_zykKIlJ3Q	Entertainment	"[""2349""]"	None	2	None	"[""UYicF3_Mvh0""]"	1
1578	3260	UCZZo2jEVm4lui8eLmoV8ICw	Entertainment	"[""383"", ""1081"", ""3260"", ""5121"", ""5122"", ""11685""]"	None	2	TV shows	UC_gV70G_Y51LTa3qhu8KiEA	People & Blogs	"[""1356"", ""7012""]"	BroadbandTV	4	Food	"[""KG4k8wugKus""]"	1
1579	1081	UCZZo2jEVm4lui8eLmoV8ICw	Entertainment	"[""383"", ""1081"", ""3260"", ""5121"", ""5122"", ""11685""]"	None	2	TV shows	UCQZyH9sRRjvtZhMw-ldRvXQ	Science & Technology	"[""6253""]"	BroadbandTV	2	Technology	"[""AJrJSuA6NiU""]"	1
1580	7416	UCcpAse3ksgsJbF1tXgf7zUA	Music	"[""7016"", ""7416""]"	None	2	Hip hop music	UC-vSh8UCm0tFaLYAIXqqKLA	Comedy	"[""3761""]"	Fullscreen	4	Music	"[""1ochKJB871E""]"	1
