	cluster	from	from_category	from_cluster	from_network	from_popularity	from_topic	to	to_category	to_cluster	to_network	to_popularity	to_topic	videos	weight
2811	2267	UCvt04k2SNeu2mJ6oQx_qUpQ	Entertainment	"[""2267"", ""4849""]"	BroadbandTV	2	Lifestyle	UCP8A8blIPLuL2kSSrhKJIhg	Gaming	"[""10991"", ""10992""]"	wizdeo managed	4	Action game	"[""FvJj0y561X4""]"	1
2812	2267	UCvt04k2SNeu2mJ6oQx_qUpQ	Entertainment	"[""2267"", ""4849""]"	BroadbandTV	2	Lifestyle	UCrSi7xopc9-SWRMydSq5e1Q	Gaming	"[""9020"", ""9714""]"	BroadbandTV	4	Action game	"[""WCOuAiG0ejo""]"	1
2813	2267	UCvt04k2SNeu2mJ6oQx_qUpQ	Entertainment	"[""2267"", ""4849""]"	BroadbandTV	2	Lifestyle	UClkieE3BBB4xXoMvBj7_TRw	People & Blogs	""""""	None	1	Gaming	"[""cMKRHMmIE-k""]"	1
2814	3734	UCDwkLUpwRSLinbia0Zwuv8w	People & Blogs	"[""3734""]"	Fullscreen	3	Music	UCoRQI9DCEzCpfvI21puHEtA	Comedy	"[""6179""]"	Fullscreen	3	Music	"[""W6HUQqzCmBU"", ""YxvnLl7FYdQ""]"	2
2815	6540	UC4IEMlFSzcaNUPGDc0Fs69Q	People & Blogs	"[""6539"", ""6540"", ""6541""]"	BroadbandTV	1	Action game	UCjTsPxkHFytN6zckFmV0CVg	Gaming	"[""9570"", ""9571""]"	BroadbandTV	2	Action game	"[""D8F7IHbovSU"", ""dumHd_zXjbo""]"	2
2816	2106	UCaAmm2B5NqvhpKjIw0AWyuw	Entertainment	"[""2106""]"	EndemolEspana	4	Lifestyle	UCdhofAZeRhqxq0rk6pBBQaQ	Entertainment	""""""	EndemolEspana	4	Hobby	"[""KYmbtQQCRwo""]"	1
2817	2106	UCaAmm2B5NqvhpKjIw0AWyuw	Entertainment	"[""2106""]"	EndemolEspana	4	Lifestyle	UC0v-tlzsn0QZwJnkiaUSJVQ	Entertainment	"[""1207"", ""3183"", ""3744"", ""6478"", ""7987"", ""10489""]"	Fullscreen	5	Music	"[""RqKXD6r0uxw"", ""TSwmzmMOkNM""]"	2
2818	2106	UCaAmm2B5NqvhpKjIw0AWyuw	Entertainment	"[""2106""]"	EndemolEspana	4	Lifestyle	UCfboCeQoNzM_b7RbqDjIuPw	How-to & Style	"[""938""]"	Maker Studios	3	Fashion	"[""5-DWhrNIi_Y""]"	1
2819	2106	UCaAmm2B5NqvhpKjIw0AWyuw	Entertainment	"[""2106""]"	EndemolEspana	4	Lifestyle	UCBYOJB0aaN9zXAR2-thQDdw	Entertainment	"[""8314""]"	ScaleLab	3	Gaming	"[""fN8kv87FWhs""]"	1
2820	3635	UCigfH5y5oPWtC1pv0U8fsfQ	Entertainment	"[""2366"", ""3635""]"	BroadbandTV	3	Lifestyle	UCN7gJU_0TEWR77f2_hnLklA	Comedy	"[""1281"", ""1352""]"	None	2	Music	"[""I5JnApiZNjw""]"	1
2821	10580	UCxRQMHttaUUTWzP4JOoY_qg	Gaming	"[""8105"", ""8967"", ""9824"", ""10574"", ""10580"", ""12081"", ""13279""]"	BroadbandTV	3	Strategy video game	UCRCODdRFa5G2r3jkBCw9J7Q	Gaming	"[""8863"", ""10142"", ""10874"", ""12579""]"	BroadbandTV	2	Action game	"[""0Y1RMEIY0Lw""]"	1
2822	13279	UCxRQMHttaUUTWzP4JOoY_qg	Gaming	"[""8105"", ""8967"", ""9824"", ""10574"", ""10580"", ""12081"", ""13279""]"	BroadbandTV	3	Strategy video game	UCdm1fwk5iqteE0MVOBUuE8Q	Gaming	"[""1806"", ""2762"", ""4834"", ""6075"", ""6076"", ""9708"", ""11405"", ""11431""]"	Machinima	4	Role-playing video game	"[""flJU_2FC5BY""]"	1
2823	875	UCVs4V4PURk-HS5isASH9mXQ	Gaming	"[""875"", ""1034"", ""3965"", ""7166""]"	None	1	Football	UCBN3orTTxhTm5glRHpeF_jw	Sports	"[""6484""]"	BroadbandTV	3	Sports	"[""IODtVJSa39Y""]"	1
2824	3965	UCVs4V4PURk-HS5isASH9mXQ	Gaming	"[""875"", ""1034"", ""3965"", ""7166""]"	None	1	Football	UCD9cMUkHNW380sh3_YedolA	Gaming	"[""5840"", ""6245"", ""12006""]"	BroadbandTV	4	Football	"[""3YfPgSIpB88""]"	1
2825	1034	UCVs4V4PURk-HS5isASH9mXQ	Gaming	"[""875"", ""1034"", ""3965"", ""7166""]"	None	1	Football	UCW_Yh4jkvUekgVxuGrrC9bw	Gaming	"[""4748"", ""6092"", ""8476"", ""8575"", ""8916"", ""8920"", ""9424"", ""10996""]"	Maker Studios	2	Strategy video game	"[""f1c8WbFLQIA""]"	1
2826	3965	UCVs4V4PURk-HS5isASH9mXQ	Gaming	"[""875"", ""1034"", ""3965"", ""7166""]"	None	1	Football	UC9MjkLnvywEQuU5xc6bhjMQ	Gaming	"[""6051"", ""10819"", ""12892""]"	BroadbandTV	2	Football	"[""Q2ug9nkSAwI""]"	1
2827	7166	UCVs4V4PURk-HS5isASH9mXQ	Gaming	"[""875"", ""1034"", ""3965"", ""7166""]"	None	1	Football	UC_i3FGKrtR0ixy4-8l_NpSA	Gaming	"[""12244""]"	Curse	2	Gaming	"[""kmWpDLYkGoI""]"	1
2828	5986	UCuNfQHhJVLi1aXeA6rnnETg	People & Blogs	"[""5986""]"	Maker Studios	4	Lifestyle	UCyWDmyZRjrGHeKF-ofFsT5Q	Comedy	"[""1292"", ""2109"", ""2391""]"	Studio71	3	Technology	"[""zqgJ4aTsXv4""]"	1
2829	8396	UC1crUC35Gk-U_-rv5sM4PtA	Gaming	"[""8396"", ""8559"", ""8560""]"	OmniaMediaCo	4	Football	UCWZmCMB7mmKWcXJSIPRhzZw	Gaming	"[""11553"", ""11554""]"	OmniaMediaCo	4	Football	"[""axe90IK6MPs""]"	1
2830	8396	UC1crUC35Gk-U_-rv5sM4PtA	Gaming	"[""8396"", ""8559"", ""8560""]"	OmniaMediaCo	4	Football	UCfNWN9s_s8kRTCadk04WWJA	Gaming	"[""4093"", ""12107""]"	OmniaMediaCo	4	Football	"[""ULQsaHa5FYk""]"	1
2831	11709	UCuwQyaVxILdpsVgUJg1NYww	Entertainment	"[""11709"", ""12837"", ""13457""]"	BroadbandTV	3	Movies	UCc9YlRAceIJgKy92P3aBsmQ	Entertainment	"[""8361""]"	BroadbandTV	3	Music	"[""IbockZkiMqI""]"	1
2832	13457	UCuwQyaVxILdpsVgUJg1NYww	Entertainment	"[""11709"", ""12837"", ""13457""]"	BroadbandTV	3	Movies	UCJpL0JQKe7I2EbphDI7IKPw	Entertainment	"[""12058"", ""12512"", ""13447""]"	BroadbandTV	3		"[""DqKDRdcfP_4""]"	1
2833	3949	UC6S1hSjVMFbB9WKv-qZKwuw	Entertainment	"[""3949"", ""5335"", ""6085""]"	Fullscreen	3	Lifestyle	UCnQBjLBbZ6TXMwM_D_iaXjQ	Comedy	"[""3110"", ""5532""]"	None	4	Gaming	"[""MHAA7b3kQVY""]"	1
2834	11395	UCwaresVx3Phi4okgH4HCK0Q	Gaming	"[""11395"", ""12384"", ""13856""]"	Maker Studios	2	Movies	UC44eGZ76AJLHAxPaJ_MW2RA	Education	"[""7482"", ""10575"", ""12550""]"	Maker Studios	4	Hobby	"[""q03AYVRGZ9U""]"	1
2835	6665	UCIze4Pldy_KjXhYHqBwMLDQ	How-to & Style	"[""2299"", ""6665""]"	Studio71	3	Fashion	UCiVgz0WIXbHF61srOyQsw9g	How-to & Style	"[""2300""]"	Studio71	2	Lifestyle	"[""9tgL5q3Jvdg""]"	1
2836	7724	UCfw6CRDOg5xQsB-2QNC_KUA	Gaming	"[""7724""]"	BroadbandTV	2	Role-playing video game	UCOaMOXfe8EWH1GJyhqhXrAA	Gaming	"[""9280""]"	BroadbandTV	4	Role-playing video game	"[""b79960nk2po""]"	1
2837	6086	UCmN-4F1Z9qQQCw3yifnCJMQ	Entertainment	"[""6086"", ""9173""]"	None	2	Sports	UCqxR2Iw5VHXG7Avn_QZz50Q	Entertainment	"[""4465"", ""13956""]"	Studio71	2	Sports	"[""FwaBwIR4GZ0""]"	1
2838	13502	UCKHBi9cY4F839wltWqedrIQ	Film & Animation	"[""10613"", ""13435"", ""13502""]"	BroadbandTV	2	Hobby	UCfFzNEYxqsSGoiw1ojgEhjw	Entertainment	"[""13243"", ""13244""]"	BroadbandTV	3	Movies	"[""ZJ0Grf732BE""]"	1
2839	9773	UCbxK45q6o3RnTzGmFSiytoQ	Gaming	"[""7557"", ""9585"", ""9773"", ""9794""]"	BroadbandTV	3	Movies	UCZnDgzhfgVWfvORF80OeJOg	Gaming	""""""	BroadbandTV	2	Movies	"[""4sfKGA6xvh0""]"	1
2840	9585	UCbxK45q6o3RnTzGmFSiytoQ	Gaming	"[""7557"", ""9585"", ""9773"", ""9794""]"	BroadbandTV	3	Movies	UCVmiN4HMG9sc4Em5F0jGR_A	Film & Animation	"[""300"", ""425"", ""6099"", ""11049""]"	BroadbandTV	3	Movies	"[""wtObYopixM4""]"	1
2841	9773	UCbxK45q6o3RnTzGmFSiytoQ	Gaming	"[""7557"", ""9585"", ""9773"", ""9794""]"	BroadbandTV	3	Movies	UC5dr8DMXhPeU3yKpEn8nR7Q	Gaming	""""""	Machinima	4	Movies	"[""DTz3bpl1B68"", ""HArKUqCLFTo"", ""IVnXjwhPK5s""]"	3
2842	9773	UCbxK45q6o3RnTzGmFSiytoQ	Gaming	"[""7557"", ""9585"", ""9773"", ""9794""]"	BroadbandTV	3	Movies	UC3oPy4QGH5q9txrra13FjgQ	Film & Animation	""""""	OmniaMediaCo	3	Movies	"[""oo0LLELYwdU""]"	1
2843	9794	UCbxK45q6o3RnTzGmFSiytoQ	Gaming	"[""7557"", ""9585"", ""9773"", ""9794""]"	BroadbandTV	3	Movies	UCW_U8-4W35PTY8drevaVUfg	Gaming	"[""499"", ""9231""]"	BroadbandTV	3	Movies	"[""OS1FcCNJ_kw""]"	1
2844	4539	UCVJ_K3zYmSup8gYxcWMfnZg	Gaming	"[""4539""]"	Studio71	2	Gaming	UCMIjEnXruVHtvgSVf6TgfUg	Entertainment	"[""9466"", ""9891""]"	Studio71	3	Lifestyle	"[""wTkSdxUBRO8""]"	1
2845	12733	UCDUydlERBRBngdkQHP2ELbg	Entertainment	"[""11719"", ""11720"", ""12733""]"	BroadbandTV	3	Animated cartoon	UChX7HqySx0W-7Pvy-ynGuUg	Entertainment	"[""3770"", ""8408"", ""8460"", ""12261"", ""12741"", ""12915"", ""13820""]"	Maker Studios	2	Hobby	"[""NbJEt_KXdWc""]"	1
2846	11720	UCDUydlERBRBngdkQHP2ELbg	Entertainment	"[""11719"", ""11720"", ""12733""]"	BroadbandTV	3	Animated cartoon	UCMZZ4ZnWxfGstryveRI_Qaw	Entertainment	""""""	BroadbandTV	1	Animated cartoon	"[""GRlVkdrrcKQ"", ""ZWvRZerM8wk"", ""as5dRipvuKw""]"	3
2847	12733	UCDUydlERBRBngdkQHP2ELbg	Entertainment	"[""11719"", ""11720"", ""12733""]"	BroadbandTV	3	Animated cartoon	UCxVgYNLSdc3UEQ1TYV1B--w	How-to & Style	""""""	BroadbandTV	2	Music	"[""1jJ2QZbXZcw"", ""tYiysj_W_ww""]"	2
2848	12733	UCDUydlERBRBngdkQHP2ELbg	Entertainment	"[""11719"", ""11720"", ""12733""]"	BroadbandTV	3	Animated cartoon	UCDFz1Cxcq8ehAdJNQe3cS_Q	Entertainment	""""""	BroadbandTV	3	Animated cartoon	"[""XZIDIhpO6L0""]"	1
2849	13747	UCTGWr_HgD_SvjlU4pFOyNeg	Gaming	"[""9675"", ""10856"", ""12568"", ""13747""]"	Maker Studios	2	Gaming	UCk5P7-ZHAS8ddSEkUA2yXHA	Gaming	"[""226"", ""7981"", ""8810""]"	None	3	Technology	"[""zU_K_qrluvA""]"	1
2850	12568	UCTGWr_HgD_SvjlU4pFOyNeg	Gaming	"[""9675"", ""10856"", ""12568"", ""13747""]"	Maker Studios	2	Gaming	UCIq3bpW-MaAzj4Y2G9ezPhA	Entertainment	"[""6956""]"	Maker Studios	2	Music	"[""WPPwxrrZGsI""]"	1
2851	12568	UCTGWr_HgD_SvjlU4pFOyNeg	Gaming	"[""9675"", ""10856"", ""12568"", ""13747""]"	Maker Studios	2	Gaming	UC_1HVMnw-610qx54iEiWk7A	Education	"[""5139""]"	Maker Studios	3	Movies	"[""8ikiNnwP7ko""]"	1
2852	13747	UCTGWr_HgD_SvjlU4pFOyNeg	Gaming	"[""9675"", ""10856"", ""12568"", ""13747""]"	Maker Studios	2	Gaming	UCq88ToC75nhPFvk-KtePElg	Gaming	"[""9460""]"	None	3	Gaming	"[""JdMw6Pf_q5I""]"	1
2853	13747	UCTGWr_HgD_SvjlU4pFOyNeg	Gaming	"[""9675"", ""10856"", ""12568"", ""13747""]"	Maker Studios	2	Gaming	UCsgv2QHkT2ljEixyulzOnUQ	Gaming	"[""6904"", ""8968"", ""10456"", ""10824"", ""12903""]"	Maker Studios	4	Action game	"[""BAuyomHWl_w""]"	1
2854	2659	UCp8JxAi_YsrFl0B3uwTPaeQ	Comedy	"[""2659"", ""2840"", ""12548""]"	Machinima	4	Music	UCQuD7CHTKB5K0yJMpsf7Dbg	Comedy	"[""126""]"	None	3	Music	"[""csFzppZpJCk""]"	1
2855	300	UCVmiN4HMG9sc4Em5F0jGR_A	Film & Animation	"[""300"", ""425"", ""6099"", ""11049""]"	BroadbandTV	3	Movies	UCbxK45q6o3RnTzGmFSiytoQ	Gaming	"[""7557"", ""9585"", ""9773"", ""9794""]"	BroadbandTV	3	Movies	"[""25uUNxrWrK8"", ""WRx71dy4grk"", ""YiH7M5DLZLI"", ""cff5DwhOgSA""]"	4
2856	6099	UCVmiN4HMG9sc4Em5F0jGR_A	Film & Animation	"[""300"", ""425"", ""6099"", ""11049""]"	BroadbandTV	3	Movies	UCEBzWjt4IF3dsLpJhM5NkoQ	Gaming	""""""	YouPartnerVSP	3	Gaming	"[""Srv-invnKG0""]"	1
2857	11454	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCnp9CiYspTISwomeh--HMjw	Gaming	"[""11569"", ""13711""]"	BroadbandTV	2	Gaming	"[""tlARu6sFItE""]"	1
2858	11454	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCC57Qg0a03p2YynxfzTSEiQ	Gaming	"[""1186""]"	None	2	Gaming	"[""-foIjUc-SoI""]"	1
2859	11454	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCwqu4hweOFz9IEPVwvTW6dA	Gaming	"[""5619"", ""8882"", ""8901""]"	Fullscreen	1	Gaming	"[""vKFSRzVl9PU""]"	1
2860	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCC5Mx0dxgpHZ96zWEUFEF9g	Gaming	""""""	None	1	Action game	"[""tON_vKr71Ic""]"	1
2861	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCXxlXhwYAgallFY0LF92DtQ	Gaming	""""""	Social Blade Legacy	3	Role-playing video game	"[""BOp1qp1cgCE""]"	1
2862	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UC4mIXJ9mvfhchQd3uD7GeMw	Gaming	"[""12555"", ""12556"", ""12989"", ""13599""]"	None	1	Gaming	"[""qIQWBYZeoug""]"	1
2863	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCjXM0DCvaPypeEx12xxGKCQ	Gaming	"[""6653"", ""8281"", ""8874"", ""10196"", ""11436"", ""12864"", ""12912"", ""13303"", ""13528"", ""13619"", ""13643""]"	Maker Studios	2	Gaming	"[""foHgAxyfwOg""]"	1
2864	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCIeOWNVwPKfyD7ED1hEcyTw	Gaming	"[""10751""]"	Machinima	2	Action game	"[""jmo50Qz79o0"", ""rnWAGh5w3O8""]"	2
2865	11454	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCn2pGq9aZhr66n8BEwUn9jQ	Gaming	"[""3651"", ""5128""]"	None	3	Gaming	"[""6s3xA5Xsv08""]"	1
2866	11454	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UC4plRabXFGdAE6HP-tBQKdQ	Gaming	"[""1036""]"	Fullscreen	4	Action game	"[""agb8iBkPwqU""]"	1
2867	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCtC6hKrYxC5WF-Rov_xPtXQ	Gaming	"[""9959""]"	None	0	Action game	"[""eb46sUROhpE""]"	1
2868	11454	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCEq19675KJXfZ5kdOubyPYw	Entertainment	"[""3612"", ""5329""]"	BroadbandTV	4	Gaming	"[""H-Lmv4q02yU""]"	1
2869	11454	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCOwjN_MJUW4-65L1Z61mtkQ	Gaming	""""""	None	1	Gaming	"[""90VlFW1qO1I""]"	1
2870	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCCJrkoCBepsJN2QUauufOPA	Entertainment	"[""5660"", ""6811""]"	Fullscreen	4	Role-playing video game	"[""voPC7QueaG4""]"	1
2871	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCbBKPt9rzmWJbZZkkoQEQUg	Gaming	"[""7296""]"	Freedom!	2	Role-playing video game	"[""LBKa7N9Q6uw""]"	1
2872	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCQ8-QZZag_lhBcmMXNH4G9w	Gaming	"[""3257"", ""10086"", ""10644""]"	Freedom!	1	Gaming	"[""dLRo2AruCbY""]"	1
2873	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCsmuwBH6KeRyn5NqHff1MAQ	Gaming	"[""6166""]"	BroadbandTV	2	Action game	"[""ZzZToFqce5c""]"	1
2874	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UC3Cnr-4CikOdHeOcgnTYOtA	Science & Technology	"[""2293"", ""8981""]"	BroadbandTV	1	Action game	"[""x7eb2W43LDE""]"	1
2875	11687	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCT-Kt4HPj9IcVoIPNOGdDLQ	Gaming	"[""13117"", ""13118"", ""13119""]"	BroadbandTV	1	Action game	"[""7EFkq9he1so"", ""fzU4gJalQqg""]"	2
2876	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UClMMEWEJoGkcnbNNHp7QVwQ	Entertainment	"[""9321"", ""9326""]"	RepostNetwork	0	Action game	"[""xGCA5ebKdhs""]"	1
2877	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UC1KXgBCWqWsOdbfM-9L-Hlg	Gaming	"[""13224"", ""13468""]"	Maker Studios	0	Gaming	"[""QdhM5p6SLms""]"	1
2878	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCwIzUiCbwC02oppvx3gb8XQ	Gaming	"[""7702"", ""13795""]"	Fullscreen	1	Gaming	"[""G33_TMjq7mo""]"	1
2879	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCsUF5-qBO_oZVMQJPl6JxAw	Gaming	"[""12241""]"	Curse	1	Strategy video game	"[""mEc2LyElUDk""]"	1
2880	11454	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCclC0JACuuz3yRwfDBf9XPA	Gaming	"[""9552"", ""9855"", ""12687"", ""13364""]"	Fullscreen	3	Role-playing video game	"[""YUXTEPQuHbw""]"	1
2881	11454	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCcaEEvsR9Q-ucWPHfOLacxg	Gaming	"[""7216"", ""9509""]"	Maker Studios	3	Gaming	"[""OUDBDlDzJeU""]"	1
2882	11454	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCk8cNb10L5rmV9xB13ADCWA	Gaming	"[""5926"", ""6225"", ""7440"", ""9949"", ""11723""]"	BroadbandTV	4	Action game	"[""8E46ONoVI1I""]"	1
2883	11454	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCMUBBFVv3362xIjnkfxrsEA	Gaming	"[""6470"", ""11686"", ""11978"", ""12456"", ""13653""]"	Curse	1	Action game	"[""Y_B0WadIkMo""]"	1
2884	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCk4o4gWFuU2YTS50ym4RbXg	Gaming	"[""7775""]"	Maker Studios	2	Movies	"[""bsGV1AoOFhA"", ""eu5emYruiMs""]"	2
2885	11454	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCoJVkqfplAU14UedhCAPztQ	Gaming	"[""7983""]"	Maker Studios	3	Role-playing video game	"[""_8-6tSAb49U""]"	1
2886	11977	UC_Ufar-P7FwrYAyznzm96bA	Gaming	"[""11454"", ""11687"", ""11977""]"	None	0	Action game	UCJmMEno7IXcUe4AITkf1g2w	Gaming	""""""	None	0	Action game	"[""3z3JR5lqkNE""]"	1
2887	11937	UCAiQFrCosAQVcE8yPWr1Bnw	Entertainment	"[""6087"", ""11937""]"	BroadbandTV	3	Movies	UCBFLqK7PAP9DQ3JpIrWFI7w	Entertainment	"[""3736"", ""3738"", ""6620""]"	None	4	Movies	"[""2ya_bh8Y170"", ""mfyV4ZlbYMg"", ""n9x7-2esT2c""]"	3
2888	11937	UCAiQFrCosAQVcE8yPWr1Bnw	Entertainment	"[""6087"", ""11937""]"	BroadbandTV	3	Movies	UCYPTx0fp7EGpimahPw9054A	People & Blogs	"[""3063""]"	Maker Studios	2	Lifestyle	"[""XFW6XXjkr2U""]"	1
2889	4716	UCs06q9pyRn8d8xy0NgzKPrA	Comedy	"[""1609"", ""4247"", ""4716""]"	BroadbandTV	3	Hip hop music	UCplwPnjH1AAB1He_7rMkHgQ	Entertainment	"[""7598""]"	BroadbandTV	4	TV shows	"[""23narnAAoQ8""]"	1
2890	4247	UCs06q9pyRn8d8xy0NgzKPrA	Comedy	"[""1609"", ""4247"", ""4716""]"	BroadbandTV	3	Hip hop music	UCa3eZjczmh0CIMQNTEgVQgw	Comedy	""""""	BroadbandTV	3	Music	"[""_GvjsZxhFYs""]"	1
2891	4247	UCs06q9pyRn8d8xy0NgzKPrA	Comedy	"[""1609"", ""4247"", ""4716""]"	BroadbandTV	3	Hip hop music	UCDmBZVHpYcLi7zSEOX40K0g	Entertainment	"[""152"", ""2761"", ""3409"", ""11127""]"	None	1	Music	"[""0mxr70hPZ5A"", ""3kT0AUTsUMg"", ""6Mt-tJjbxzY"", ""71Oici2oLds"", ""Ff8MGB-c47A"", ""NFH6pt5ETdY"", ""d54jNkydesE"", ""k89L_UvAzhY""]"	8
2892	4716	UCs06q9pyRn8d8xy0NgzKPrA	Comedy	"[""1609"", ""4247"", ""4716""]"	BroadbandTV	3	Hip hop music	UCIZSqPHF-R9m3X5o0VPKFdg	Entertainment	""""""	BroadbandTV	3	Music	"[""yPtBv6W9Z38""]"	1
2893	4716	UCs06q9pyRn8d8xy0NgzKPrA	Comedy	"[""1609"", ""4247"", ""4716""]"	BroadbandTV	3	Hip hop music	UCUGxh5z78eBnMZUWo6vQ6pw	Music	"[""13714""]"	None	1	Hip hop music	"[""Ab1fYJHr3i0""]"	1
2894	4716	UCs06q9pyRn8d8xy0NgzKPrA	Comedy	"[""1609"", ""4247"", ""4716""]"	BroadbandTV	3	Hip hop music	UC9J9cI0Us_zUkpcUJxIMlew	Music	"[""98"", ""616""]"	Exmge	3	Hip hop music	"[""e07KsZ135Ko""]"	1
2895	5796	UC44z-x--9cAjCQg_fHkvsuA	Gaming	"[""5796"", ""11993"", ""12941"", ""12942""]"	Zoomin TV	1	Role-playing video game	UCdxj6YgG4yyGtPKWwWlYwCg	Gaming	"[""11658"", ""11659"", ""11660""]"	Maker Studios	2	Gaming	"[""SMw0gb7Vl7k"", ""a4lQkwPK8Z0""]"	2
2896	5796	UC44z-x--9cAjCQg_fHkvsuA	Gaming	"[""5796"", ""11993"", ""12941"", ""12942""]"	Zoomin TV	1	Role-playing video game	UC9LKH61gteD90fEuySOnzDw	Gaming	""""""	Fullscreen	1	Gaming	"[""Cf539YI8K8A""]"	1
2897	5061	UCmXH8QeHZg9Co4dg2e2-sRA	Entertainment	"[""5061""]"	ScaleLab	2	Gaming	UCTlvI3F8E5xlk6241MUoo9w	Entertainment	"[""1177"", ""4251""]"	None	1	Music	"[""PBU4fjOGnro""]"	1
2898	8309	UCI6l2nUcGz6eYm_Gfqk_7ng	Gaming	"[""6497"", ""8309""]"	Toms Hardware	2	Football	UCyBqU1CotFqz7aIHgnlfzpg	Gaming	"[""10191"", ""10192""]"	id0iPcHVVMh4ASTXBUYkOA	2	Football	"[""JuF7E8EzLuw""]"	1
2899	2034	UC9Zl_UOLc2F5Aq45G6DxEaQ	How-to & Style	"[""2034""]"	None	3	Fashion	UC4Fyk7I7dBID7Y3-NNc_4HQ	People & Blogs	"[""6911""]"	None	3	Lifestyle	"[""FvQVLMaqaC0"", ""HAL8OfiPyxs"", ""HjYMPgW_6Sg"", ""Twt2fgn1s6Y""]"	4
2900	4531	UCWBhNH9CmID3hqeccZyHotw	Entertainment	"[""3272"", ""4531""]"	Fullscreen	2	Lifestyle	UC7qaNVPckYkv499IUZC8xQw	Entertainment	"[""2298"", ""4677"", ""7236"", ""9236""]"	BroadbandTV	3	Music	"[""hFcwz00Lm6Q""]"	1
2901	6137	UCvDSx2wVm-8S4PO9WgOKeKA	Gaming	"[""5597"", ""6137"", ""7417"", ""10815""]"	BroadbandTV	2	Gaming	UC20DNxT_UjT49mYOIocJAww	Entertainment	"[""5657""]"	Fullscreen	3		"[""UJnjVqNONIQ""]"	1
2902	10815	UCvDSx2wVm-8S4PO9WgOKeKA	Gaming	"[""5597"", ""6137"", ""7417"", ""10815""]"	BroadbandTV	2	Gaming	UC9SUMV0oYm0XK9H-c3GmKaQ	News & Politics	"[""3058"", ""4548""]"	BroadbandTV	3		"[""BR-AmzB9-Qw"", ""YPemqQ-wY6M""]"	2
